gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts,Rep1_CondA_CPM,Rep2_CondA_CPM,Rep1_CondB_CPM,Rep2_CondB_CPM
RPRC004237,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002169,10,16,4,4,0.50,1.16,0.50,0.68
RPRC017107,0,0,1,0,0.00,0.00,0.13,0.00
RPRC014539,3,5,2,1,0.15,0.36,0.25,0.17
RPRC017464,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014537,0,1,0,0,0.00,0.07,0.00,0.00
RPRC006975,1,1,0,0,0.05,0.07,0.00,0.00
RPRC003181,9,3,1,0,0.45,0.22,0.13,0.00
RPRC003183,1949,1522,663,443,96.94,110.20,82.96,75.36
RPRC003172,50,43,13,23,2.49,3.11,1.63,3.91
RPRC003173,689,490,236,163,34.27,35.48,29.53,27.73
RPRC003218,1115,825,233,194,55.46,59.73,29.15,33.00
RPRC000747,2819,1607,1300,1006,140.22,116.35,162.66,171.13
RPRC009813,589,437,267,191,29.30,31.64,33.41,32.49
RPRC009814,926,583,646,430,46.06,42.21,80.83,73.15
RPRC007159,1745,1320,727,535,86.80,95.57,90.96,91.01
RPRC007157,883,704,172,144,43.92,50.97,21.52,24.50
RPRC007207,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012644,2,0,0,0,0.10,0.00,0.00,0.00
RPRC012646,1,5,0,0,0.05,0.36,0.00,0.00
RPRC004053,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004051,0,0,0,1,0.00,0.00,0.00,0.17
RPRC012307,145,72,13,15,7.21,5.21,1.63,2.55
RPRC016474,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009053,835,656,537,282,41.53,47.50,67.19,47.97
RPRC009050,100,76,27,7,4.97,5.50,3.38,1.19
RPRC009021,4,3,6,1,0.20,0.22,0.75,0.17
RPRC009020,283,206,102,55,14.08,14.92,12.76,9.36
RPRC015000,18,9,2,5,0.90,0.65,0.25,0.85
RPRC000691,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014091,53,51,14,14,2.64,3.69,1.75,2.38
RPRC003438,285,224,50,60,14.18,16.22,6.26,10.21
RPRC003437,584,455,137,126,29.05,32.94,17.14,21.43
RPRC003436,1178,1226,81,152,58.59,88.77,10.13,25.86
RPRC003435,1921,1974,234,277,95.55,142.92,29.28,47.12
RPRC009172,2433,1723,947,720,121.02,124.75,118.49,122.48
RPRC009174,1199,773,316,231,59.64,55.97,39.54,39.29
RPRC009022,2042,1528,2525,1999,101.57,110.63,315.93,340.04
RPRC009024,46,26,29,17,2.29,1.88,3.63,2.89
RPRC009030,2443,1634,4141,3599,121.52,118.31,518.13,612.21
RPRC009036,143,86,115,110,7.11,6.23,14.39,18.71
RPRC009040,1439,791,642,448,71.58,57.27,80.33,76.21
RPRC009014,1553,1228,898,673,77.25,88.91,112.36,114.48
RPRC009045,21,8,23,8,1.04,0.58,2.88,1.36
RPRC016906,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009863,221,163,108,51,10.99,11.80,13.51,8.68
RPRC009609,50,21,4,3,2.49,1.52,0.50,0.51
RPRC009612,188,122,66,53,9.35,8.83,8.26,9.02
RPRC009628,1830,1192,647,491,91.03,86.30,80.95,83.52
RPRC009608,1453,905,621,372,72.27,65.52,77.70,63.28
RPRC009632,8168,4816,5491,3710,406.28,348.69,687.05,631.09
RPRC009842,1352,913,499,303,67.25,66.10,62.44,51.54
RPRC009795,997,594,819,561,49.59,43.01,102.48,95.43
RPRC009783,1249,860,626,465,62.13,62.27,78.33,79.10
RPRC009787,16,10,4,16,0.80,0.72,0.50,2.72
RPRC009785,138,81,94,78,6.86,5.86,11.76,13.27
RPRC009784,83,45,83,60,4.13,3.26,10.39,10.21
RPRC006508,114,51,27,6,5.67,3.69,3.38,1.02
RPRC011453,0,0,1,0,0.00,0.00,0.13,0.00
RPRC009685,6,0,0,1,0.30,0.00,0.00,0.17
RPRC000774,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008917,1,3,0,1,0.05,0.22,0.00,0.17
RPRC004298,487,397,63,83,24.22,28.74,7.88,14.12
RPRC004299,1,4,0,1,0.05,0.29,0.00,0.17
RPRC012528,2,0,0,0,0.10,0.00,0.00,0.00
RPRC012523,29,26,7,7,1.44,1.88,0.88,1.19
RPRC004316,2,1,0,0,0.10,0.07,0.00,0.00
RPRC006245,12,17,10,5,0.60,1.23,1.25,0.85
RPRC013985,833,547,472,327,41.43,39.60,59.06,55.62
RPRC013984,544,416,339,278,27.06,30.12,42.42,47.29
RPRC013983,1166,954,880,634,58.00,69.07,110.11,107.85
RPRC007913,21,3,23,13,1.04,0.22,2.88,2.21
RPRC007923,174,68,37,18,8.65,4.92,4.63,3.06
RPRC007926,15,8,0,4,0.75,0.58,0.00,0.68
RPRC000738,5824,4163,4234,2997,289.69,301.41,529.77,509.81
RPRC012565,928,692,621,397,46.16,50.10,77.70,67.53
RPRC012586,63,53,66,20,3.13,3.84,8.26,3.40
RPRC012564,220,133,77,51,10.94,9.63,9.63,8.68
RPRC012579,3168,2430,670,454,157.58,175.94,83.83,77.23
RPRC012584,716,523,104,58,35.61,37.87,13.01,9.87
RPRC006862,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004457,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003232,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003231,0,0,0,0,0.00,0.00,0.00,0.00
RPRC005583,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007022,4,4,0,0,0.20,0.29,0.00,0.00
RPRC006892,1973,1314,855,750,98.14,95.14,106.98,127.58
RPRC007019,139,135,52,45,6.91,9.77,6.51,7.65
RPRC007001,1073,733,603,425,53.37,53.07,75.45,72.29
RPRC000379,2,7,0,1,0.10,0.51,0.00,0.17
RPRC006891,61,50,10,5,3.03,3.62,1.25,0.85
RPRC006998,6505,4159,2488,1719,323.56,301.12,311.31,292.41
RPRC006890,332,244,38,35,16.51,17.67,4.75,5.95
RPRC006895,4358,2512,688,644,216.77,181.88,86.08,109.55
RPRC006889,243,267,126,117,12.09,19.33,15.77,19.90
RPRC006994,5258,4207,1807,1349,261.54,304.60,226.10,229.47
RPRC006888,3160,2211,1098,777,157.18,160.08,137.38,132.17
RPRC006993,129,130,8,12,6.42,9.41,1.00,2.04
RPRC006899,37459,25345,4381,4134,1863.24,1835.06,548.16,703.22
RPRC006945,5120,3689,3636,2205,254.67,267.10,454.95,375.08
RPRC006902,3210,2155,879,625,159.67,156.03,109.98,106.32
RPRC006924,1407,874,710,555,69.99,63.28,88.84,94.41
RPRC006922,121,112,29,28,6.02,8.11,3.63,4.76
RPRC007185,478,435,85,58,23.78,31.50,10.64,9.87
RPRC000597,101,130,10,8,5.02,9.41,1.25,1.36
RPRC000254,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007177,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007174,1,1,0,0,0.05,0.07,0.00,0.00
RPRC007170,1833,1231,1250,827,91.17,89.13,156.40,140.68
RPRC007168,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001084,1081,872,703,550,53.77,63.14,87.96,93.56
RPRC001085,10,9,2,1,0.50,0.65,0.25,0.17
RPRC001086,2228,1531,820,618,110.82,110.85,102.60,105.13
RPRC007155,7668,6041,4120,2780,381.41,437.39,515.51,472.89
RPRC007167,51,20,50,39,2.54,1.45,6.26,6.63
RPRC007164,164,121,230,176,8.16,8.76,28.78,29.94
RPRC007152,1365,731,412,351,67.90,52.93,51.55,59.71
RPRC001087,1404,863,367,319,69.84,62.48,45.92,54.26
RPRC007149,14542,8648,5734,4044,723.33,626.14,717.45,687.91
RPRC007091,552,339,611,362,27.46,24.54,76.45,61.58
RPRC007162,342,252,255,123,17.01,18.25,31.91,20.92
RPRC001088,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007160,189,85,2,36,9.40,6.15,0.25,6.12
RPRC013945,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012209,0,1,0,0,0.00,0.07,0.00,0.00
RPRC000604,4863,2827,5437,3533,241.89,204.68,680.29,600.98
RPRC001334,1777,1012,1281,709,88.39,73.27,160.28,120.60
RPRC000529,200,88,179,90,9.95,6.37,22.40,15.31
RPRC012218,437,285,260,143,21.74,20.63,32.53,24.33
RPRC001335,3,0,0,0,0.15,0.00,0.00,0.00
RPRC001336,195,121,238,169,9.70,8.76,29.78,28.75
RPRC012217,36,40,17,17,1.79,2.90,2.13,2.89
RPRC012193,3695,2589,1472,1057,183.79,187.45,184.18,179.80
RPRC012151,2256,1785,296,245,112.22,129.24,37.04,41.68
RPRC008331,5149,3476,1648,1221,256.11,251.67,206.20,207.70
RPRC000469,1,1,1,1,0.05,0.07,0.13,0.17
RPRC001337,3314,2017,1204,913,164.84,146.04,150.65,155.31
RPRC012216,459,311,107,105,22.83,22.52,13.39,17.86
RPRC012150,1758,1531,448,335,87.44,110.85,56.05,56.99
RPRC012148,2403,1796,562,438,119.53,130.04,70.32,74.51
RPRC012145,22,16,3,7,1.09,1.16,0.38,1.19
RPRC012212,4542,2086,1014,964,225.92,151.03,126.87,163.98
RPRC001338,2187,1403,764,584,108.78,101.58,95.59,99.34
RPRC008037,752,542,371,282,37.41,39.24,46.42,47.97
RPRC008034,713,439,254,179,35.47,31.78,31.78,30.45
RPRC007812,5414,3961,2142,1436,269.30,286.79,268.01,244.27
RPRC007811,9846,7103,1810,1513,489.75,514.28,226.47,257.37
RPRC007809,721,540,124,92,35.86,39.10,15.52,15.65
RPRC007808,1796,1296,588,489,89.33,93.83,73.57,83.18
RPRC008004,11,15,2,7,0.55,1.09,0.25,1.19
RPRC007823,26,11,5,5,1.29,0.80,0.63,0.85
RPRC007835,1864,1177,394,301,92.72,85.22,49.30,51.20
RPRC001339,1833,1227,787,536,91.17,88.84,98.47,91.18
RPRC007868,869,535,403,277,43.22,38.74,50.42,47.12
RPRC007871,1879,1182,955,692,93.46,85.58,119.49,117.71
RPRC007981,661,344,1228,809,32.88,24.91,153.65,137.62
RPRC001340,1277,984,515,370,63.52,71.24,64.44,62.94
RPRC007977,365,394,76,370,18.16,28.53,9.51,62.94
RPRC007958,492,299,529,300,24.47,21.65,66.19,51.03
RPRC007914,1985,1457,541,425,98.74,105.49,67.69,72.29
RPRC007807,824,360,362,158,40.99,26.07,45.29,26.88
RPRC007806,1080,569,454,273,53.72,41.20,56.81,46.44
RPRC007805,1158,763,491,390,57.60,55.24,61.44,66.34
RPRC007804,1973,1202,438,329,98.14,87.03,54.80,55.96
RPRC007941,542,348,234,147,26.96,25.20,29.28,25.01
RPRC007803,55,28,7,7,2.74,2.03,0.88,1.19
RPRC007940,4,0,1,2,0.20,0.00,0.13,0.34
RPRC007938,3,3,1,1,0.15,0.22,0.13,0.17
RPRC011971,0,1,0,0,0.00,0.07,0.00,0.00
RPRC011967,2812,1725,1258,844,139.87,124.90,157.40,143.57
RPRC012868,26,5,5,3,1.29,0.36,0.63,0.51
RPRC012867,6,4,1,0,0.30,0.29,0.13,0.00
RPRC012862,876,620,292,208,43.57,44.89,36.54,35.38
RPRC012859,661,422,266,178,32.88,30.55,33.28,30.28
RPRC012932,576,363,182,141,28.65,26.28,22.77,23.98
RPRC012931,15,14,1,1,0.75,1.01,0.13,0.17
RPRC012930,986,724,791,565,49.04,52.42,98.97,96.11
RPRC012928,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017492,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015977,3,6,2,0,0.15,0.43,0.25,0.00
RPRC012927,0,2,0,0,0.00,0.14,0.00,0.00
RPRC012926,0,1,0,1,0.00,0.07,0.00,0.17
RPRC000842,260,225,180,134,12.93,16.29,22.52,22.79
RPRC009228,1763,1244,484,350,87.69,90.07,60.56,59.54
RPRC009227,1426,992,551,411,70.93,71.82,68.94,69.91
RPRC003289,12,17,0,0,0.60,1.23,0.00,0.00
RPRC012485,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000639,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012484,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009382,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016333,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015632,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016534,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010877,39,18,23,16,1.94,1.30,2.88,2.72
RPRC012842,25,19,15,14,1.24,1.38,1.88,2.38
RPRC010603,7,3,0,0,0.35,0.22,0.00,0.00
RPRC012825,273,188,235,156,13.58,13.61,29.40,26.54
RPRC012820,23,27,2,1,1.14,1.95,0.25,0.17
RPRC012824,3,0,1,0,0.15,0.00,0.13,0.00
RPRC012813,3445,2347,1437,970,171.36,169.93,179.80,165.00
RPRC012822,9,15,3,0,0.45,1.09,0.38,0.00
RPRC012821,2097,1412,1579,1015,104.31,102.23,197.57,172.66
RPRC012811,1521,1045,533,362,75.66,75.66,66.69,61.58
RPRC012808,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008294,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011289,3,0,1,0,0.15,0.00,0.13,0.00
RPRC004454,1,1,0,0,0.05,0.07,0.00,0.00
RPRC000554,92,77,72,54,4.58,5.58,9.01,9.19
RPRC007912,2112,1493,2511,1606,105.05,108.10,314.18,273.19
RPRC007830,1468,1126,491,344,73.02,81.53,61.44,58.52
RPRC007829,738,578,300,159,36.71,41.85,37.54,27.05
RPRC007827,1734,1237,748,560,86.25,89.56,93.59,95.26
RPRC007826,2759,1840,943,689,137.23,133.22,117.99,117.20
RPRC007825,20867,13103,2734,2733,1037.94,948.70,342.09,464.90
RPRC007832,6672,5182,2672,1753,331.87,375.19,334.33,298.19
RPRC007824,1767,1201,764,465,87.89,86.96,95.59,79.10
RPRC007886,352,256,146,91,17.51,18.54,18.27,15.48
RPRC007822,4015,3016,1565,1209,199.71,218.37,195.82,205.66
RPRC007888,759,568,229,174,37.75,41.12,28.65,29.60
RPRC001095,1,0,0,0,0.05,0.00,0.00,0.00
RPRC007818,8722,6641,2424,1964,433.84,480.83,303.30,334.09
RPRC001096,22,15,2,0,1.09,1.09,0.25,0.00
RPRC007817,50,43,17,11,2.49,3.11,2.13,1.87
RPRC007814,47,29,6,8,2.34,2.10,0.75,1.36
RPRC001097,4966,3213,2868,2099,247.01,232.63,358.85,357.05
RPRC001098,1957,1066,1452,1057,97.34,77.18,181.68,179.80
RPRC001099,680,359,638,443,33.82,25.99,79.83,75.36
RPRC007911,2066,1497,1628,1107,102.76,108.39,203.70,188.31
RPRC007813,3908,2667,2290,1625,194.39,193.10,286.53,276.42
RPRC007810,854,630,482,281,42.48,45.61,60.31,47.80
RPRC007910,2219,1804,348,291,110.37,130.62,43.54,49.50
RPRC007907,4182,2841,863,779,208.02,205.70,107.98,132.51
RPRC001100,1696,1343,1281,923,84.36,97.24,160.28,157.01
RPRC007906,1110,909,198,207,55.21,65.81,24.77,35.21
RPRC007894,3826,2717,1463,955,190.31,196.72,183.05,162.45
RPRC002087,2436,1530,689,517,121.17,110.78,86.21,87.94
RPRC007904,356,274,205,131,17.71,19.84,25.65,22.28
RPRC017456,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001101,14311,9072,5256,4121,711.84,656.84,657.65,701.00
RPRC007890,1463,1073,415,319,72.77,77.69,51.93,54.26
RPRC006179,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007343,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014780,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014779,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002102,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014222,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006404,5,4,1,0,0.25,0.29,0.13,0.00
RPRC006401,1,1,0,0,0.05,0.07,0.00,0.00
RPRC004951,484,305,260,232,24.07,22.08,32.53,39.46
RPRC005349,0,0,0,1,0.00,0.00,0.00,0.17
RPRC001507,0,2,0,0,0.00,0.14,0.00,0.00
RPRC004968,751,581,132,106,37.36,42.07,16.52,18.03
RPRC005015,4011,2874,1497,1168,199.51,208.09,187.31,198.68
RPRC005185,454,288,359,222,22.58,20.85,44.92,37.76
RPRC005179,869,626,601,368,43.22,45.32,75.20,62.60
RPRC005178,547,399,243,185,27.21,28.89,30.40,31.47
RPRC005176,2654,1851,903,719,132.01,134.02,112.99,122.31
RPRC004949,267,332,140,141,13.28,24.04,17.52,23.98
RPRC005175,38,11,21,19,1.89,0.80,2.63,3.23
RPRC005099,1537,1173,1412,1070,76.45,84.93,176.67,182.01
RPRC005044,319,187,251,191,15.87,13.54,31.41,32.49
RPRC005045,362,225,261,202,18.01,16.29,32.66,34.36
RPRC005047,293,190,201,131,14.57,13.76,25.15,22.28
RPRC005096,584,441,395,205,29.05,31.93,49.42,34.87
RPRC005073,1562,1205,917,764,77.69,87.25,114.74,129.96
RPRC005051,1237,810,604,350,61.53,58.65,75.57,59.54
RPRC004943,0,2,0,0,0.00,0.14,0.00,0.00
RPRC004947,13703,10287,3991,2913,681.60,744.81,499.36,495.52
RPRC017400,1,2,0,0,0.05,0.14,0.00,0.00
RPRC004136,53,28,26,14,2.64,2.03,3.25,2.38
RPRC010875,4705,3167,1439,1130,234.03,229.30,180.05,192.22
RPRC010872,2338,1673,1050,710,116.29,121.13,131.38,120.77
RPRC010874,146,123,524,321,7.26,8.91,65.56,54.60
RPRC002584,0,2,0,0,0.00,0.14,0.00,0.00
RPRC002583,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002585,2,2,0,0,0.10,0.14,0.00,0.00
RPRC000299,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000438,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000418,1,0,0,0,0.05,0.00,0.00,0.00
RPRC003991,12,8,1,5,0.60,0.58,0.13,0.85
RPRC016309,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001773,723,350,265,230,35.96,25.34,33.16,39.12
RPRC010788,4,2,1,3,0.20,0.14,0.13,0.51
RPRC001774,1916,1453,1446,890,95.30,105.20,180.93,151.39
RPRC010807,109,92,30,12,5.42,6.66,3.75,2.04
RPRC001775,609,455,287,164,30.29,32.94,35.91,27.90
RPRC001776,2,1,0,1,0.10,0.07,0.00,0.17
RPRC010786,4,2,0,0,0.20,0.14,0.00,0.00
RPRC010804,0,0,0,1,0.00,0.00,0.00,0.17
RPRC010802,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010793,177,145,14,27,8.80,10.50,1.75,4.59
RPRC010790,450,316,393,263,22.38,22.88,49.17,44.74
RPRC001777,158,113,238,145,7.86,8.18,29.78,24.67
RPRC011439,11,6,0,0,0.55,0.43,0.00,0.00
RPRC011429,145,60,17,11,7.21,4.34,2.13,1.87
RPRC001779,2270,1834,879,721,112.91,132.79,109.98,122.65
RPRC011351,0,4,1,5,0.00,0.29,0.13,0.85
RPRC011356,588,380,317,208,29.25,27.51,39.66,35.38
RPRC000477,1292,1137,406,280,64.26,82.32,50.80,47.63
RPRC011379,340,213,224,163,16.91,15.42,28.03,27.73
RPRC011427,234,143,122,105,11.64,10.35,15.26,17.86
RPRC011383,1214,720,514,419,60.39,52.13,64.31,71.27
RPRC011345,10267,5394,1764,1422,510.69,390.54,220.72,241.89
RPRC011387,2180,1865,954,669,108.43,135.03,119.37,113.80
RPRC011425,826,579,289,294,41.09,41.92,36.16,50.01
RPRC001780,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006810,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006812,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001781,723,603,427,331,35.96,43.66,53.43,56.30
RPRC001782,1001,753,423,351,49.79,54.52,52.93,59.71
RPRC001783,8,25,0,0,0.40,1.81,0.00,0.00
RPRC006811,15,10,3,1,0.75,0.72,0.38,0.17
RPRC007267,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007249,3875,2819,1871,1250,192.75,204.10,234.10,212.63
RPRC007247,954,630,200,171,47.45,45.61,25.02,29.09
RPRC007265,1394,904,523,373,69.34,65.45,65.44,63.45
RPRC007264,2911,2136,724,586,144.80,154.65,90.59,99.68
RPRC007263,789,461,390,282,39.25,33.38,48.80,47.97
RPRC007245,722,427,332,212,35.91,30.92,41.54,36.06
RPRC007254,350,267,643,363,17.41,19.33,80.45,61.75
RPRC007251,7,8,6,7,0.35,0.58,0.75,1.19
RPRC000743,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000744,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006493,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006167,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003319,4623,2870,3241,1972,229.95,207.80,405.52,335.45
RPRC000897,752,496,422,276,37.41,35.91,52.80,46.95
RPRC003318,738,489,286,166,36.71,35.41,35.79,28.24
RPRC003328,256,212,84,46,12.73,15.35,10.51,7.82
RPRC000898,366,140,160,50,18.21,10.14,20.02,8.51
RPRC011966,66,21,27,6,3.28,1.52,3.38,1.02
RPRC000535,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003855,275,181,62,44,13.68,13.10,7.76,7.48
RPRC003854,4,1,0,0,0.20,0.07,0.00,0.00
RPRC003779,837,737,101,109,41.63,53.36,12.64,18.54
RPRC003853,1256,748,780,506,62.47,54.16,97.60,86.07
RPRC000345,51,33,12,17,2.54,2.39,1.50,2.89
RPRC003849,307,246,54,42,15.27,17.81,6.76,7.14
RPRC003777,2485,1967,1035,647,123.61,142.42,129.50,110.06
RPRC003784,3226,1947,2330,1472,160.46,140.97,291.54,250.39
RPRC003848,161,92,134,94,8.01,6.66,16.77,15.99
RPRC003794,3,3,0,0,0.15,0.22,0.00,0.00
RPRC003795,27,23,1,5,1.34,1.67,0.13,0.85
RPRC003775,9801,6356,4182,2665,487.51,460.19,523.26,453.33
RPRC003847,307,263,293,146,15.27,19.04,36.66,24.84
RPRC000265,19,11,10,25,0.95,0.80,1.25,4.25
RPRC003772,865,535,586,439,43.03,38.74,73.32,74.68
RPRC000297,803,540,321,241,39.94,39.10,40.16,41.00
RPRC001824,1,2,2,1,0.05,0.14,0.25,0.17
RPRC003796,6139,4058,2455,1864,305.36,293.81,307.18,317.08
RPRC003769,2838,1966,912,635,141.16,142.34,114.11,108.02
RPRC003768,28185,16919,3043,3290,1401.94,1224.99,380.75,559.65
RPRC003767,13,52,8,14,0.65,3.76,1.00,2.38
RPRC003846,1,4,0,1,0.05,0.29,0.00,0.17
RPRC003727,1843,1003,1762,1201,91.67,72.62,220.47,204.30
RPRC003845,0,1,0,1,0.00,0.07,0.00,0.17
RPRC003820,25,29,15,10,1.24,2.10,1.88,1.70
RPRC003726,1163,894,703,513,57.85,64.73,87.96,87.26
RPRC003822,1379,1082,717,467,68.59,78.34,89.71,79.44
RPRC000050,4,0,0,1,0.20,0.00,0.00,0.17
RPRC003724,7570,5396,3536,2569,376.54,390.69,442.43,437.00
RPRC003844,818,574,291,205,40.69,41.56,36.41,34.87
RPRC003843,113,85,25,26,5.62,6.15,3.13,4.42
RPRC003827,4543,3150,2710,1603,225.97,228.07,339.08,272.68
RPRC003828,1344,941,144,145,66.85,68.13,18.02,24.67
RPRC003842,184,184,68,65,9.15,13.32,8.51,11.06
RPRC003722,1510,1177,674,538,75.11,85.22,84.33,91.52
RPRC003721,4769,3482,730,596,237.21,252.11,91.34,101.38
RPRC003830,3096,2306,1237,875,154.00,166.96,154.78,148.84
RPRC003831,1456,946,608,399,72.42,68.49,76.07,67.87
RPRC001825,2328,1637,1119,811,115.80,118.52,140.01,137.96
RPRC003720,5618,4498,2102,1621,279.44,325.67,263.01,275.74
RPRC003708,4188,3085,1822,1288,208.31,223.36,227.97,219.10
RPRC003841,1825,1296,523,386,90.78,93.83,65.44,65.66
RPRC003839,846,704,433,358,42.08,50.97,54.18,60.90
RPRC003838,118,106,21,18,5.87,7.67,2.63,3.06
RPRC005303,7026,4518,4129,2784,349.48,327.12,516.63,473.57
RPRC005205,3643,2457,4123,2496,181.21,177.89,515.88,424.58
RPRC005211,587,311,382,257,29.20,22.52,47.80,43.72
RPRC005218,4632,3702,3002,1738,230.40,268.04,375.62,295.64
RPRC005302,0,1,0,0,0.00,0.07,0.00,0.00
RPRC005301,2344,1286,1670,1047,116.59,93.11,208.95,178.10
RPRC005202,1651,1194,524,346,82.12,86.45,65.56,58.86
RPRC005199,968,793,255,215,48.15,57.42,31.91,36.57
RPRC005282,131,13,750,543,6.52,0.94,93.84,92.37
RPRC001826,15,13,0,0,0.75,0.94,0.00,0.00
RPRC005195,152,62,191,95,7.56,4.49,23.90,16.16
RPRC005192,341,229,38,21,16.96,16.58,4.75,3.57
RPRC005189,2986,2134,556,395,148.53,154.51,69.57,67.19
RPRC005230,6,1,1,0,0.30,0.07,0.13,0.00
RPRC005187,1113,830,404,319,55.36,60.09,50.55,54.26
RPRC005231,2515,1564,707,552,125.10,113.24,88.46,93.90
RPRC005249,218,188,235,66,10.84,13.61,29.40,11.23
RPRC000129,2,3,1,4,0.10,0.22,0.13,0.68
RPRC008664,1831,1389,872,759,91.08,100.57,109.11,129.11
RPRC008662,1367,1335,1250,1170,68.00,96.66,156.40,199.02
RPRC001827,506,455,339,320,25.17,32.94,42.42,54.43
RPRC008705,1,0,0,1,0.05,0.00,0.00,0.17
RPRC008666,5425,2952,2482,2120,269.84,213.73,310.55,360.62
RPRC008661,7,0,1,0,0.35,0.00,0.13,0.00
RPRC017352,2,0,0,0,0.10,0.00,0.00,0.00
RPRC000314,78,68,31,19,3.88,4.92,3.88,3.23
RPRC017353,19,29,6,4,0.95,2.10,0.75,0.68
RPRC017354,1,2,0,0,0.05,0.14,0.00,0.00
RPRC017355,10,3,0,0,0.50,0.22,0.00,0.00
RPRC017356,17,8,0,0,0.85,0.58,0.00,0.00
RPRC002124,1,1,0,0,0.05,0.07,0.00,0.00
RPRC000047,6,1,0,0,0.30,0.07,0.00,0.00
RPRC000105,7,2,0,0,0.35,0.14,0.00,0.00
RPRC017512,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008699,1164,813,1306,1040,57.90,58.86,163.41,176.91
RPRC008660,952,664,1370,1074,47.35,48.08,171.42,182.69
RPRC008696,21,18,40,34,1.04,1.30,5.00,5.78
RPRC008695,256,203,488,273,12.73,14.70,61.06,46.44
RPRC010721,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010688,738,507,446,316,36.71,36.71,55.80,53.75
RPRC010684,16,15,2,1,0.80,1.09,0.25,0.17
RPRC010681,2506,1817,1497,1080,124.65,131.56,187.31,183.71
RPRC010422,1533,1191,448,367,76.25,86.23,56.05,62.43
RPRC010447,613,359,308,155,30.49,25.99,38.54,26.37
RPRC010673,2283,1389,1424,876,113.56,100.57,178.17,149.01
RPRC010468,3201,2020,1880,1319,159.22,146.25,235.23,224.37
RPRC010668,1722,1175,1235,854,85.65,85.07,154.53,145.27
RPRC010472,2,2,1,0,0.10,0.14,0.13,0.00
RPRC001828,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010421,859,627,671,472,42.73,45.40,83.96,80.29
RPRC010482,2024,1277,893,508,100.68,92.46,111.73,86.41
RPRC010491,2342,1749,997,648,116.49,126.63,124.75,110.23
RPRC010417,2282,1715,881,691,113.51,124.17,110.23,117.54
RPRC010412,2936,1887,1052,855,146.04,136.62,131.63,145.44
RPRC010408,6544,4526,1493,1122,325.50,327.70,186.81,190.86
RPRC010520,579,383,154,159,28.80,27.73,19.27,27.05
RPRC010525,6080,3368,3282,2678,302.42,243.85,410.65,455.54
RPRC010579,959,580,666,517,47.70,41.99,83.33,87.94
RPRC010660,3762,2560,1203,780,187.12,185.35,150.52,132.68
